                                                       3653conf_1.sum LIDI values in a Matrix 
                                                    Note the DI values are divided by 2

          O1        C2        O3        C4        C5        C6        O7        C8        O9        C10       C11       C12       C13       C14       C15       O16       C17       O18       C19       C20       C21       C22       C23       C24       C25       C26       C27       C28       C29       C30       H31       H32       H33       H34       H35       H36       H37       H38       H39       H40       H41       H42       H43       H44       H45       H46       H47       H48       H49       H50       

O1    8.0755972 0.6599383 0.1328360 0.0134175 0.0143666 0.0011834 0.0010188 0.0000393 0.0000721 0.0000265 0.0001724 0.0000228 0.0000094 0.0000054 0.0000139 0.0018117 0.0008194 0.0106723 0.0001615 0.0000872 0.0000161 0.0000421 0.0000067 0.0000580 0.0529118 0.0184803 0.0027180 0.0083976 0.0025074 0.0284395 0.0109379 0.0013858 0.0212675 0.0004431 0.0001794 0.0007001 0.0000067 0.0000026 0.0000011 0.0000035 0.0000198 0.0000029 0.0000030 0.0000015 0.0000099 0.0010699 0.0004293 0.0005248 0.0000882 0.0177331
C2    0.6599383 2.9336293 0.4311408 0.0120237 0.0031017 0.0005199 0.0002430 0.0000236 0.0000248 0.0000014 0.0000051 0.0000009 0.0000006 0.0000003 0.0000014 0.0006643 0.0004200 0.0024513 0.0000368 0.0000162 0.0000024 0.0000066 0.0000020 0.0000133 0.5004534 0.0293637 0.0043706 0.0054795 0.0053172 0.0276217 0.0029289 0.0040746 0.0011369 0.0000789 0.0001185 0.0000388 0.0000007 0.0000002 0.0000001 0.0000003 0.0000038 0.0000005 0.0000004 0.0000003 0.0000021 0.0033508 0.0006208 0.0002707 0.0008294 0.0031247
O3    0.1328360 0.4311408 7.9202134 0.4108756 0.0354858 0.0059886 0.0027055 0.0001343 0.0002753 0.0000141 0.0000681 0.0000069 0.0000048 0.0000015 0.0000078 0.0141535 0.0012219 0.0014160 0.0001447 0.0000802 0.0000089 0.0000239 0.0000115 0.0000409 0.0330446 0.0145236 0.0012597 0.0022511 0.0015693 0.0062721 0.0332695 0.0288894 0.0026094 0.0003908 0.0012922 0.0002974 0.0000033 0.0000009 0.0000005 0.0000038 0.0000401 0.0000018 0.0000016 0.0000018 0.0000057 0.0147069 0.0000656 0.0001609 0.0002749 0.0008055
C4    0.0134175 0.0120237 0.4108756 3.6018774 0.4609787 0.0233161 0.0193040 0.0006643 0.0008562 0.0000538 0.0001977 0.0000183 0.0000160 0.0000061 0.0000251 0.0367539 0.0038322 0.0024893 0.0005326 0.0001843 0.0000167 0.0001211 0.0000494 0.0002441 0.0039569 0.0005140 0.0000364 0.0001335 0.0001813 0.0007610 0.4316343 0.4551572 0.0153056 0.0035522 0.0046730 0.0008953 0.0000036 0.0000026 0.0000006 0.0000086 0.0000482 0.0000012 0.0000062 0.0000088 0.0000183 0.0004379 0.0000075 0.0000083 0.0000525 0.0000632
C5    0.0143666 0.0031017 0.0354858 0.4609787 3.5439816 0.4571835 0.0366251 0.0039822 0.0022425 0.0004686 0.0000655 0.0000088 0.0000106 0.0000330 0.0001309 0.4059042 0.0110071 0.0215888 0.0037942 0.0004948 0.0000353 0.0001025 0.0001650 0.0006909 0.0004083 0.0002535 0.0000274 0.0001308 0.0000424 0.0002336 0.0175601 0.0186074 0.4138107 0.0171850 0.0181923 0.0001332 0.0000015 0.0000017 0.0000103 0.0000131 0.0004597 0.0000121 0.0000070 0.0000474 0.0000903 0.0000977 0.0000040 0.0000074 0.0000037 0.0000391
C6    0.0011834 0.0005199 0.0059886 0.0233161 0.4571835 3.5904871 0.4113693 0.0117295 0.0195110 0.0040464 0.0005584 0.0000395 0.0001363 0.0001846 0.0007707 0.0392245 0.0034995 0.0027426 0.0004730 0.0001762 0.0000164 0.0001154 0.0000451 0.0002194 0.0001729 0.0000621 0.0000057 0.0000306 0.0000098 0.0000562 0.0016884 0.0044417 0.0153937 0.4509567 0.4487328 0.0004764 0.0000118 0.0000093 0.0000473 0.0000728 0.0000466 0.0000011 0.0000059 0.0000068 0.0000162 0.0000326 0.0000012 0.0000019 0.0000026 0.0000070
O7    0.0010188 0.0002430 0.0027055 0.0193040 0.0366251 0.4113693 7.8664533 0.4307670 0.1318362 0.0330302 0.0138593 0.0011971 0.0022249 0.0015255 0.0064941 0.0068637 0.0006156 0.0006269 0.0001846 0.0000337 0.0000036 0.0000175 0.0000116 0.0000461 0.0000598 0.0000327 0.0000048 0.0000163 0.0000053 0.0000263 0.0244744 0.0018605 0.0052985 0.0341132 0.0341115 0.0133002 0.0000626 0.0001467 0.0002556 0.0007859 0.0000203 0.0000011 0.0000012 0.0000036 0.0000054 0.0000148 0.0000013 0.0000014 0.0000009 0.0000038
C8    0.0000393 0.0000236 0.0001343 0.0006643 0.0039822 0.0117295 0.4307670 2.9395524 0.6660927 0.4973478 0.0281716 0.0046583 0.0055976 0.0053437 0.0292427 0.0009515 0.0001169 0.0001013 0.0000356 0.0000077 0.0000008 0.0000053 0.0000030 0.0000114 0.0000031 0.0000030 0.0000004 0.0000022 0.0000006 0.0000028 0.0005474 0.0000708 0.0001292 0.0025929 0.0028510 0.0034434 0.0006947 0.0002742 0.0007676 0.0031177 0.0000021 0.0000002 0.0000003 0.0000009 0.0000011 0.0000006 0.0000001 0.0000002 0.0000001 0.0000004
O9    0.0000721 0.0000248 0.0002753 0.0008562 0.0022425 0.0195110 0.1318362 0.6660927 8.1183907 0.0522492 0.0165581 0.0027305 0.0079999 0.0024537 0.0287276 0.0004376 0.0000431 0.0000702 0.0000142 0.0000051 0.0000010 0.0000024 0.0000013 0.0000046 0.0000078 0.0000049 0.0000009 0.0000029 0.0000012 0.0000039 0.0007094 0.0000783 0.0003696 0.0109028 0.0087676 0.0008840 0.0004445 0.0005261 0.0000770 0.0160409 0.0000039 0.0000009 0.0000004 0.0000008 0.0000012 0.0000032 0.0000004 0.0000005 0.0000006 0.0000007
C10   0.0000265 0.0000014 0.0000141 0.0000538 0.0004686 0.0040464 0.0330302 0.4973478 0.0522492 3.8820586 0.6656271 0.0357018 0.0456062 0.0357284 0.6730363 0.0002830 0.0000340 0.0000325 0.0000120 0.0000022 0.0000003 0.0000014 0.0000009 0.0000033 0.0000006 0.0000004 0.0000002 0.0000003 0.0000002 0.0000002 0.0001667 0.0000138 0.0000213 0.0003494 0.0003479 0.0219838 0.0051472 0.0024091 0.0046481 0.0203664 0.0000008 0.0000001 0.0000001 0.0000003 0.0000004 0.0000002 0.0000001 0.0000001 0.0000002 0.0000001
C11   0.0001724 0.0000051 0.0000681 0.0001977 0.0000655 0.0005584 0.0138593 0.0281716 0.0165581 0.6656271 3.9476757 0.7089553 0.0383016 0.0483371 0.0340187 0.0000297 0.0000029 0.0000050 0.0000010 0.0000003 0.0000001 0.0000002 0.0000002 0.0000003 0.0000019 0.0000012 0.0000003 0.0000006 0.0000004 0.0000008 0.0010840 0.0000181 0.0000093 0.0002327 0.0002440 0.4672833 0.0246969 0.0049453 0.0024850 0.0048288 0.0000002 0.0000001 0.0000001 0.0000001 0.0000001 0.0000005 0.0000001 0.0000001 0.0000002 0.0000003
C12   0.0000228 0.0000009 0.0000069 0.0000183 0.0000088 0.0000395 0.0011971 0.0046583 0.0027305 0.0357018 0.7089553 3.9494410 0.6854153 0.0357745 0.0504682 0.0000046 0.0000007 0.0000015 0.0000004 0.0000001 0.0000001 0.0000001 0.0000001 0.0000001 0.0000004 0.0000003 0.0000001 0.0000001 0.0000001 0.0000002 0.0001275 0.0000029 0.0000017 0.0000290 0.0000288 0.0218921 0.4778559 0.0251631 0.0051138 0.0023889 0.0000001 0.0000001 0.0000000 0.0000001 0.0000001 0.0000002 0.0000001 0.0000000 0.0000001 0.0000001
C13   0.0000094 0.0000006 0.0000048 0.0000160 0.0000106 0.0001363 0.0022249 0.0055976 0.0079999 0.0456062 0.0383016 0.6854153 3.9487527 0.7020684 0.0385803 0.0000066 0.0000007 0.0000020 0.0000002 0.0000002 0.0000001 0.0000001 0.0000001 0.0000001 0.0000002 0.0000002 0.0000001 0.0000001 0.0000001 0.0000001 0.0000552 0.0000028 0.0000030 0.0001108 0.0001381 0.0048360 0.0232971 0.4788100 0.0243791 0.0044357 0.0000001 0.0000001 0.0000000 0.0000001 0.0000001 0.0000001 0.0000001 0.0000000 0.0000001 0.0000001
C14   0.0000054 0.0000003 0.0000015 0.0000061 0.0000330 0.0001846 0.0015255 0.0053437 0.0024537 0.0357284 0.0483371 0.0357745 0.7020684 3.9451713 0.6920306 0.0000166 0.0000026 0.0000030 0.0000008 0.0000003 0.0000001 0.0000002 0.0000001 0.0000003 0.0000002 0.0000001 0.0000001 0.0000002 0.0000001 0.0000001 0.0000376 0.0000026 0.0000018 0.0000332 0.0000400 0.0023807 0.0047602 0.0232907 0.4789346 0.0226912 0.0000001 0.0000001 0.0000000 0.0000001 0.0000001 0.0000001 0.0000001 0.0000001 0.0000001 0.0000001
C15   0.0000139 0.0000014 0.0000078 0.0000251 0.0001309 0.0007707 0.0064941 0.0292427 0.0287276 0.6730363 0.0340187 0.0504682 0.0385803 0.6920306 3.9358533 0.0000590 0.0000079 0.0000081 0.0000027 0.0000006 0.0000001 0.0000004 0.0000002 0.0000008 0.0000004 0.0000004 0.0000002 0.0000003 0.0000002 0.0000003 0.0000558 0.0000033 0.0000074 0.0001942 0.0002284 0.0045454 0.0025721 0.0053544 0.0237376 0.4664768 0.0000003 0.0000001 0.0000001 0.0000001 0.0000001 0.0000001 0.0000001 0.0000001 0.0000002 0.0000001
O16   0.0018117 0.0006643 0.0141535 0.0367539 0.4059042 0.0392245 0.0068637 0.0009515 0.0004376 0.0002830 0.0000297 0.0000046 0.0000066 0.0000166 0.0000590 7.9046343 0.4280695 0.1337087 0.0330308 0.0135695 0.0011869 0.0020703 0.0014543 0.0059727 0.0000900 0.0000526 0.0000074 0.0000199 0.0000089 0.0000489 0.0057296 0.0033349 0.0288531 0.0043486 0.0049025 0.0000544 0.0000018 0.0000010 0.0000065 0.0000062 0.0132679 0.0000634 0.0001383 0.0002695 0.0007351 0.0000369 0.0000012 0.0000017 0.0000022 0.0000094
C17   0.0008194 0.0004200 0.0012219 0.0038322 0.0110071 0.0034995 0.0006156 0.0001169 0.0000431 0.0000340 0.0000029 0.0000007 0.0000007 0.0000026 0.0000079 0.4280695 2.9416235 0.6691911 0.4955652 0.0287162 0.0048895 0.0056222 0.0051767 0.0282985 0.0001370 0.0000550 0.0000049 0.0000086 0.0000079 0.0000225 0.0006599 0.0001456 0.0024224 0.0001435 0.0004474 0.0000059 0.0000002 0.0000002 0.0000010 0.0000006 0.0034649 0.0006818 0.0002848 0.0007983 0.0031033 0.0000101 0.0000005 0.0000006 0.0000007 0.0000042
O18   0.0106723 0.0024513 0.0014160 0.0024893 0.0215888 0.0027426 0.0006269 0.0001013 0.0000702 0.0000325 0.0000050 0.0000015 0.0000020 0.0000030 0.0000081 0.1337087 0.6691911 8.0708683 0.0500203 0.0167981 0.0027162 0.0079204 0.0022587 0.0258666 0.0005767 0.0001053 0.0000243 0.0000467 0.0000252 0.0002304 0.0006087 0.0006650 0.0286916 0.0005821 0.0010722 0.0000102 0.0000011 0.0000006 0.0000015 0.0000012 0.0010046 0.0004191 0.0004801 0.0000810 0.0154079 0.0000122 0.0000031 0.0000032 0.0000017 0.0000484
C19   0.0001615 0.0000368 0.0001447 0.0005326 0.0037942 0.0004730 0.0001846 0.0000356 0.0000142 0.0000120 0.0000010 0.0000004 0.0000002 0.0000008 0.0000027 0.0330308 0.4955652 0.0500203 3.8821417 0.6800410 0.0356652 0.0458158 0.0364504 0.6605627 0.0000525 0.0000712 0.0000101 0.0000045 0.0000086 0.0000063 0.0002389 0.0000354 0.0004108 0.0000230 0.0000486 0.0000026 0.0000001 0.0000001 0.0000004 0.0000003 0.0225667 0.0048690 0.0023522 0.0050957 0.0201734 0.0000159 0.0000008 0.0000005 0.0000006 0.0000010
C20   0.0000872 0.0000162 0.0000802 0.0001843 0.0004948 0.0001762 0.0000337 0.0000077 0.0000051 0.0000022 0.0000003 0.0000001 0.0000002 0.0000003 0.0000006 0.0135695 0.0287162 0.0167981 0.6800410 3.9327427 0.6932319 0.0367083 0.0482286 0.0345720 0.0000088 0.0000292 0.0000056 0.0000014 0.0000042 0.0000036 0.0000333 0.0000181 0.0001901 0.0000211 0.0000254 0.0000004 0.0000001 0.0000001 0.0000002 0.0000002 0.4707575 0.0244646 0.0047873 0.0025135 0.0046586 0.0000184 0.0000006 0.0000002 0.0000003 0.0000007
